PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
27803570,0973-1075,2016,Indian journal of palliative care,Indian J Palliat Care,India,,,,Impact of Health Awareness Campaign in Improving the Perception of the Community about Palliative Care: A Pre- and Post-intervention Study in Rural Tamil Nadu.,India,0,-,"Health awareness campaign, Palliative care, Rural India, Community-based",Health Care Sciences & Services,Health Care Sciences & Services,-,4,1,25.00,Yes,No
27802863,2000-9666,2016,Journal of community hospital internal medicine perspectives,J Community Hosp Intern Med Perspect,United States,,,,Adrenal incidentalomas: are they being worked up appropriately?,United States,0,-,"abdominal CT scan, incidental mass, Adrenal incidentaloma, adrenal tumor, adrenal mass, adrenal metastasis, adrenal nodule",General & Internal Medicine,"Medicine, General & Internal",-,4,1,25.00,No,No
27481908,0315-162X,2016,The Journal of rheumatology,J. Rheumatol.,Canada,3.150,2.903,3.293,Gaps in Addressing Cardiovascular Risk in Rheumatoid Arthritis: Assessing Performance Using Cardiovascular Quality Indicators.,"(Australia, Canada)",7,-,"RHEUMATOID ARTHRITIS, PRIMARY PREVENTION, CARDIOVASCULAR DISEASES, HEALTH CARE QUALITY INDICATORS",Rheumatology,Rheumatology,"Young Adult, Comorbidity, Age of Onset, Aged, 80 and over, (Obesity/complications), (Cardiovascular Diseases/epidemiology/etiology), (Hypertension/complications), Risk, (Adrenal Cortex Hormones/therapeutic use), Middle Aged, Incidence, (Arthritis, Rheumatoid/drug therapy/epidemiology), Adult, Body Mass Index, Mass Screening, Quality Indicators, Health Care, (Smoking/adverse effects), Male, Humans, (Dyslipidemias/complications), Female, Aged",8,1,12.50,No,No
27790425,2249-782X,2016,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Autonomic Reactivity Differs in Young Adults Classified using Revised Indian and WHO Guidelines for Obesity.,India,1,-,"Parasympathetic activity, Sympathetic activity, Waist-hip ratio, Body mass index",General & Internal Medicine,"Medicine, General & Internal",-,3,1,33.33,Yes,No
27790336,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,Efficacy of Preoperative Color Doppler Sonography of Lower Extremity Veins on Postoperative Outcomes in Candidates of Saphenectomy: A Randomized Clinical Trial.,Iran,,-,"Saphenous vein, Doppler sonography, CABG",,,-,8,1,12.50,No,No
27790335,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,The effects of vitamin D supplementation on adiponectin level and insulin resistance in first-degree relatives of subjects with type 2 diabetes: a randomized double-blinded controlled trial.,Iran,,-,"Insulin resistance, First degree relatives, Type 2 diabetes, Vitamin D, Adiponectin",,,-,7,1,14.29,No,No
27785571,1434-4726,2017,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,Eur Arch Otorhinolaryngol,Germany,1.660,1.450,1.717,Building 3D anatomical model of coiling of the internal carotid artery derived from CT angiographic data.,Turkey,2,-,"Endovascular surgery, Anatomical model, Head and neck surgery, Preoperative planning, Rapid prototyping, Internal carotid artery",Otorhinolaryngology,Otorhinolaryngology,"Patient Care Planning, Preoperative Care, Vascular Surgical Procedures, Humans, Models, Anatomic, Cross-Sectional Studies, (Carotid Artery, Internal/abnormalities/anatomy & histology/diagnostic imaging/surgery), Computed Tomography Angiography, Printing, Three-Dimensional",5,1,20.00,No,No
27784209,1875-5453,2017,Current drug metabolism,Curr. Drug Metab.,Netherlands,2.659,2.583,3.064,Systematic Review and Meta-analysis of Flibanserin's Effects and Adverse Events in Women with Hypoactive Sexual Desire Disorder.,Iran,2,-,"psychological, sexual dysfunctions, meta-analysis, Flibanserin, placebo",Biochemistry & Molecular Biology; Pharmacology & Pharmacy,Biochemistry & Molecular Biology; Pharmacology & Pharmacy,-,6,1,16.67,No,No
27781009,2150-4113,2016,Health and human rights,Health Hum Rights,United States,1.510,1.183,1.453,Human Trafficking Identification and Service Provision in the Medical and Social Service Sectors.,United States,2,-,-,"Public, Environmental & Occupational Health","Public, Environmental & Occupational Health","Human Rights, Surveys and Questionnaires, Social Work, Humans, (Crime Victims/legislation & jurisprudence/psychology), (Human Trafficking/prevention & control/psychology), United States, Emergency Service, Hospital, (Sex Work/psychology)",6,1,16.67,No,No
27779505,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,"Scholarly Concentration Program Development: A Generalizable, Data-Driven Approach.",United States,2,-,-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Education, Medical/organization & administration), Program Development, Curriculum, Humans, (Biomedical Research/education), United States, (Competency-Based Education/organization & administration)",6,1,16.67,Yes,No
27725105,1531-5053,2017,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Sialodochoplasty Stents: Cost Analysis and Outcomes.,,1,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Costs and Cost Analysis, (Stents/economics), (Prosthesis Implantation/methods), Adolescent, (Salivary Ducts/surgery), Middle Aged, Humans, Aged, 80 and over, Adult, Female, Treatment Outcome, Male, (Constriction, Pathologic/surgery), Retrospective Studies",5,2,40.00,No,No
27718360,1531-5053,2017,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Does Mandibular Distraction Vector Influence Airway Volumes and Outcome?,Canada,6,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Tomography, X-Ray Computed, Infant, Humans, (Osteogenesis, Distraction/adverse effects/methods), (Respiratory System/diagnostic imaging/physiopathology), (Mandible/diagnostic imaging/surgery), Female, Treatment Outcome, (Airway Obstruction/diagnostic imaging/etiology), (Micrognathism/diagnostic imaging/surgery), Male, (Cleft Palate/surgery), Retrospective Studies, Polysomnography, (Pierre Robin Syndrome/diagnostic imaging/surgery)",4,1,25.00,No,No
27075499,1938-808X,2016,Academic medicine : journal of the Association of American Medical Colleges,Acad Med,United States,5.255,4.453,4.901,"Ranking Practice Variability in the Medical Student Performance Evaluation: So Bad, It's ""Good"".",United States,3,( NCATS NIH HHS / United States ),-,Education & Educational Research; Health Care Sciences & Services,"Education, Scientific Disciplines; Health Care Sciences & Services","(Educational Measurement/methods/statistics & numerical data), Humans, United States, Students, Medical, (Schools, Medical/statistics & numerical data), Education, Medical, Undergraduate, Internship and Residency, Achievement, School Admission Criteria",7,2,28.57,No,No
27649463,1531-5053,2017,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Improved Temporomandibular Joint Position After 3-Dimensional Planned Mandibular Reconstruction.,,2,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","Male, (Temporomandibular Joint/diagnostic imaging/physiopathology/surgery), Middle Aged, Humans, Tomography, X-Ray Computed, Aged, 80 and over, Computer-Aided Design, Adult, Female, Treatment Outcome, (Reconstructive Surgical Procedures/methods), (Mandible/diagnostic imaging/surgery), Aged, (Surgery, Computer-Assisted/methods)",7,2,28.57,No,No
27770131,1533-9866,2016,Obstetrical & gynecological survey,Obstet Gynecol Surv,United States,1.565,1.536,2.573,Incarceration of the Gravid Uterus.,,1,-,-,Obstetrics & Gynecology,Obstetrics & Gynecology,"Symptom Assessment, Pregnancy Outcome, Risk Assessment, (Cesarean Section/methods), Humans, (Patient Care Management/methods), (Magnetic Resonance Imaging/methods), Female, Pregnancy, (Uterine Retroversion/diagnosis/etiology/surgery)",4,2,50.00,Yes,No
27764965,1744-8301,2016,"Future oncology (London, England)",Future Oncol,England,2.131,2.078,2.205,Safety of video-assisted thoracic surgery lobectomy for non-small-cell lung cancer in a low-volume unit.,Italy,0,-,"VATS lobectomy, anatomical VATS resection, low-volume center, non-small-cell lung cancer",Oncology,Oncology,"Male, Operative Time, Diagnostic Imaging, Postoperative Complications, (Thoracic Surgery, Video-Assisted/adverse effects/methods), Middle Aged, Humans, (Pneumonectomy/adverse effects/methods), Aged, 80 and over, Length of Stay, Adult, Female, Neoplasm Staging, Treatment Outcome, Aged, (Carcinoma, Non-Small-Cell Lung/diagnosis/mortality/surgery), (Lung Neoplasms/diagnosis/mortality/surgery)",8,1,12.50,No,No
27683656,1440-1665,2017,Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists,Australas Psychiatry,England,0.829,0.695,0.819,Effectiveness of a single day induction programme in changing medical students' attitudes towards the speciality of forensic psychiatry.,United Kingdom,1,-,"psychiatry, recruitment, attitude, medical students, forensic psychiatry",Psychiatry,Psychiatry,-,8,4,50.00,Yes,No
27761207,2008-2398,2016,Iranian journal of cancer prevention,Iran J Cancer Prev,Iran,,,,A Rare Presentation of Primary Nasopharyngeal Carcinoma (NPC) in Mediastinum.,Iran,0,-,"Interferon, Neoadjuvant Chemotherapy, Nasopharyngeal Carcinoma, Radiotherapy Resistant",Oncology,Oncology,-,5,1,20.00,No,No
27761088,0974-2077,2016,Journal of cutaneous and aesthetic surgery,J Cutan Aesthet Surg,India,,,,Salient Points in Reconstruction of Nasal Skin after Tumor Ablation with Local Flaps.,Iran,,-,"local flaps, Defects, nasal skin, reconstruction",,,-,5,1,20.00,No,No
27757186,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,"Comparison of serum Concentration of Se, Pb, Mg, Cu, Zn, between MS patients and healthy controls.",Iran,,-,"Copper, Lead, Selenium, Magnesium, Zinc, Multiple sclerosis",,,-,8,2,25.00,No,No
27757177,2008-5842,2016,Electronic physician,Electron Physician,Iran,,,,Evaluation of the Anti-inflammatory Effects of Atorvastatin on Patients with Rheumatoid Arthritis: A Randomized Clinical Trial.,Iran,,-,"Atorvastatin, Rheumatoid arthritis, Anti-inflammatory",,,-,7,2,28.57,No,No
27410167,2168-6262,2016,JAMA surgery,JAMA Surg,United States,7.956,7.461,7.475,Quality of Life and Burnout Rates Across Surgical Specialties: A Systematic Review.,United States,13,-,-,Surgery,Surgery,"Job Satisfaction, (Quality of Life/psychology), Humans, Sex Factors, (Physicians/psychology), Income, Internship and Residency, (Burnout, Professional/etiology/prevention & control/psychology), Specialties, Surgical, (Work Schedule Tolerance/psychology)",3,1,33.33,Yes,No
27277272,1527-330X,2016,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Defensive Medicine Among Plastic and Aesthetic Surgeons in Israel.,Israel,2,-,-,Surgery,Surgery,"Israel, Surveys and Questionnaires, (Defensive Medicine/trends), Prospective Studies, (Anti-Bacterial Agents/administration & dosage), Humans, Health Knowledge, Attitudes, Practice, (Reconstructive Surgical Procedures/trends), (Surgeons/psychology/trends), Female, (Blood Coagulation Tests/trends), Attitude of Health Personnel, Male, Informed Consent, (Cosmetic Techniques/trends), (Practice Patterns, Physicians'/trends)",7,1,14.29,No,No
27749954,2168-6114,2016,JAMA internal medicine,JAMA Intern Med,United States,16.538,15.924,16.337,Short-term Effects of High-Dose Caffeine on Cardiac Arrhythmias in Patients With Heart Failure: A Randomized Clinical Trial.,Brazil,3,-,-,General & Internal Medicine,"Medicine, General & Internal","Male, (Blood Pressure/physiology), (Stroke Volume/physiology), (Central Nervous System Stimulants/administration & dosage/blood), Cross-Over Studies, (Caffeine/administration & dosage/blood), Middle Aged, (Heart Failure/physiopathology), (Atrial Premature Complexes/physiopathology), Humans, Electrocardiography, (Oxygen Consumption/physiology), (Ventricular Dysfunction, Left/physiopathology), Female, Dose-Response Relationship, Drug, Exercise Test, (Systole/physiology), Double-Blind Method, (Ventricular Premature Complexes/physiopathology)",10,2,20.00,No,No
27745534,1557-9700,2017,"Psychiatric services (Washington, D.C.)",Psychiatr Serv,United States,2.888,2.643,3.103,Integrating Buprenorphine Into an Opioid Treatment Program: Tailoring Care for Patients With Opioid Use Disorders.,United States,0,( NIDA NIH HHS / United States ),"methadone treatment, Drug abuse, Buprenorphine treatment, Opioid treatment program","Health Care Sciences & Services; Public, Environmental & Occupational Health; Psychiatry","Health Policy & Services; Public, Environmental & Occupational Health; Psychiatry","(Primary Health Care/methods), (Buprenorphine/therapeutic use), (Opioid-Related Disorders/drug therapy), Middle Aged, Humans, Mental Health Services, (Analgesics, Opioid/therapeutic use), (Opiate Substitution Treatment/methods), Adult, Female, Male",8,2,25.00,No,No
27742558,1879-8519,2017,Practical radiation oncology,Pract Radiat Oncol,United States,,,,Development of 3-dimensional transperineal ultrasound for image guided radiation therapy of the prostate: Early evaluations of feasibility and use for inter- and intrafractional prostate localization.,United States,3,-,-,Oncology,Oncology,"Imaging, Three-Dimensional, (Prostatic Neoplasms/diagnostic imaging/radiotherapy), Feasibility Studies, Humans, Radiotherapy, Image-Guided, (Perineum/diagnostic imaging), Tomography, X-Ray Computed, Male, Ultrasonography",7,1,14.29,Yes,No
27739266,0004-5772,2016,The Journal of the Association of Physicians of India,J Assoc Physicians India,India,,,,Doctors' Attitude Towards Euthanasia: A Cross-sectional Study Experience.,,,-,-,,,-,6,5,83.33,No,No
27738382,0048-5764,2016,Psychopharmacology bulletin,Psychopharmacol Bull,United States,,,,Maternal and Fetal Outcomes After Lamotrigine Use in Pregnancy: A Retrospective Analysis from an Urban Maternal Mental Health Centre in New Zealand.,,,-,"fetal and maternal outcomes, bipolar disorder, lamotrigine, mood stabilisers",,,-,4,1,25.00,No,No
27737449,2374-2445,2017,JAMA oncology,JAMA Oncol,United States,16.559,15.754,16.765,A Comparison of Prognostic Ability of Staging Systems for Human Papillomavirus-Related Oropharyngeal Squamous Cell Carcinoma.,United States,10,-,-,Oncology,Oncology,"(Papillomavirus Infections/pathology), Survival Analysis, (Neoplasm Staging/methods), Male, Middle Aged, Humans, Prognosis, (Oropharyngeal Neoplasms/pathology/virology), Aged, 80 and over, Adult, Female, Young Adult, (Carcinoma, Squamous Cell/pathology/virology), Aged",12,2,16.67,No,No
